Model_Index,mean_A2,std_A2,var_A2,median_A2,skew_A2,damage_type,severity_level,mean_S11,std_S11,var_S11,median_S11,skew_S11,mean_U2,std_U2,var_U2,median_U2,skew_U2
36,-0.0015983340074344,0.3054436496606297,0.0932958231180055,0.0,-1.4006138632561431,0,9,1869142.353696122,15121176.074941128,228649965889372.0,155740.35499999998,0.0098523678053822,-0.0001546380462103,0.0007445877233045,5.544108776959024e-07,-0.0002165863261325,1.6923295901837134
37,-0.0015925175838812,0.3063426889517325,0.0938458430741779,0.0,-1.4120041470991704,0,9,1868930.8561464536,15123365.076984242,228716171251746.6,152504.77000000002,0.0102539621133985,-0.0001506898037578,0.0007438104797213,5.532540297433081e-07,-0.0002133087400579,1.7089580915122753
38,-0.0015925175867093,0.3063426889553766,0.0938458430764106,0.0,-1.4120041470590592,0,9,1868930.856553935,15123365.076644275,228716171241463.7,152504.77000000002,0.0102539620884281,-0.0001506898037578,0.0007438104797213,5.53254029743306e-07,-0.0002133087400579,1.7089580915122906
39,-0.0007109670592213,0.4035089643954871,0.1628194843475185,0.0,-0.9451350380758564,0,9,1869909.834519947,15121176.410623347,228649976041192.0,189814.445,0.0098881663428696,-0.0001419366348202,0.0007655675965808,5.860937449346086e-07,-0.0002131406945409,1.7240808708732749
40,-0.0007109670749076,0.4035089643864411,0.1628194843402182,0.0,-0.9451350380847778,0,9,1869909.8345704533,15121176.410660189,228649976042306.1,189814.445,0.0098881663439369,-0.0001419366348207,0.0007655675965807,5.860937449344482e-07,-0.0002131406945409,1.7240808708757052
41,-0.0016435449890737,0.3050453682656132,0.0930526767003036,0.0,-1.395750483503738,0,9,1869778.790461557,15134575.02629989,229055361226700.3,153259.78,0.0101415691014932,-0.0001591970245651,0.0007461061299868,5.566743572039018e-07,-0.0002188572252634,1.653954384708069
42,-0.0016435449941897,0.3050453682783703,0.0930526767080865,0.0,-1.3957504833722638,0,9,1869778.7900050003,15134575.0267939,229055361241653.6,153259.78,0.0101415690942378,-0.0001591970245657,0.0007461061299866,5.566743572036813e-07,-0.0002188572252634,1.6539543847113785
43,-0.0015250923271946,0.3983819618896739,0.1587081875590656,0.0,-0.8175079659791527,0,9,1871505.3756241656,15121440.310180418,228657957054349.25,195504.155,0.0111192749328624,-0.0002281209017846,0.000767044634016,5.883574705727539e-07,-0.0002386591368122,0.3148094100811045
44,-0.0015250923430898,0.3983819618876013,0.1587081875574142,0.0,-0.8175079667149131,0,9,1871505.375232976,15121440.31039071,228657957060709.12,195504.155,0.0111192749955763,-0.0002281209017846,0.000767044634016,5.883574705727532e-07,-0.0002386591368122,0.3148094100811053
45,-0.0016126541354721,0.3057334872697388,0.0934729652381155,0.0,-1.4000754816868366,0,9,1868787.2883489863,15198806.765262282,231003727087782.5,152817.8,0.0035264428585836,-0.0001579869846713,0.0007469893067247,5.579930243611931e-07,-0.0002178180584451,1.6466263254107445
46,-0.0016126541670509,0.3057334871741268,0.0934729651796519,0.0,-1.4000754914860007,0,9,1868787.2877907343,15198806.7655635,231003727096938.84,152817.8,0.0035264429329287,-0.0001579869846645,0.0007469893067275,5.579930243652795e-07,-0.0002178180584451,1.6466263253697992
47,-0.0015830489825332,0.3062729892538514,0.0938031439464897,0.0,-1.400535277787479,0,9,1864033.007343684,15298478.907234216,234043456875090.25,152556.91499999998,0.0072426514861498,-0.0001569736395758,0.0007493177487871,5.614770886475081e-07,-0.0002150758664356,1.6360604410860002
48,-0.0015830489836195,0.3062729892539469,0.0938031439465483,0.0,-1.400535277785233,0,9,1864033.0069536748,15298478.907526469,234043456884032.25,152556.91499999998,0.0072426515104222,-0.0001569736395758,0.0007493177487871,5.61477088647508e-07,-0.0002150758664356,1.6360604410859991
49,-0.0015836005586126,0.3062793946379004,0.0938070675797587,0.0,-1.4004944708788938,0,9,1864048.9849371288,15298479.369400674,234043471015978.03,152408.095,0.0073211365525722,-0.0001569790443958,0.0007493081920738,5.614627667090085e-07,-0.0002151730877812,1.6360295186865457
50,-0.0015836005520551,0.3062793946505874,0.0938070675875302,0.0,-1.4004944706188949,0,9,1864048.984232976,15298479.37000364,234043471034426.9,152408.095,0.0073211365813312,-0.0001569790443958,0.0007493081920738,5.614627667090301e-07,-0.0002151730877812,1.6360295186861866
51,-0.0016127361369212,0.3057462508686206,0.0934807699202174,0.0,-1.3997352554647056,0,9,1868843.1492952364,15198538.198737938,230995563378496.25,152338.845,0.0034598183527036,-0.0001580273903028,0.0007470039665946,5.580149261081129e-07,-0.0002174635155824,1.6462729938434932
52,-0.0016127361253398,0.3057462509138103,0.0934807699478506,0.0,-1.3997352546120363,0,9,1868843.1492872224,15198538.198663317,230995563376227.97,152338.845,0.0034598183759704,-0.0001580273902988,0.0007470039665966,5.580149261110633e-07,-0.0002174635155824,1.6462729938183864
53,-0.0016516711942375,0.305096070638356,0.0930836123189647,0.0,-1.3922000882357553,0,9,1869676.941326912,15133799.211704267,229031878580180.75,152861.64,0.0098482956235466,-0.0001594412010083,0.0007460184824146,5.565435761042274e-07,-0.0002186735218856,1.6523968605375368
54,-0.0016516711793205,0.3050960706414167,0.0930836123208323,0.0,-1.392200088098385,0,9,1869676.9414613592,15133799.211689493,229031878579733.5,152861.64,0.0098482955846945,-0.0001594412010104,0.0007460184824132,5.565435761021146e-07,-0.0002186735218856,1.6523968605523411
55,-0.0015498602267244,0.3983523402455469,0.1586845869791039,0.0,-0.8224154343236539,0,9,1871505.7904873048,15121435.219873551,228657803108832.25,197133.895,0.011119204453328,-0.000228114264458,0.000766889453365,5.881194336825962e-07,-0.0002387292770436,0.3155284047638308
56,-0.0015498602842575,0.3983523400551702,0.1586845868274299,0.0,-0.8224154410341814,0,9,1871505.791486302,15121435.219005913,228657803082592.4,197133.895,0.0111192044105199,-0.000228114264493,0.000766889453164,5.881194333743055e-07,-0.0002387292770436,0.3155284012557545
57,-0.0007090404279974,0.4034990235404524,0.1628114619980985,0.0,-0.945374610435782,0,9,1869910.5728984172,15121176.668922426,228649983852763.9,189925.0,0.0098882623040366,-0.000141936714682,0.0007655739618366,5.861034910422833e-07,-0.0002130860375473,1.724214847013744
58,-0.000709040393503,0.4034990233734857,0.1628114618633567,0.0,-0.945374609947712,0,9,1869910.5728370417,15121176.669028042,228649983855958.0,189925.0,0.0098882622912864,-0.000141936714682,0.0007655739618366,5.861034910422853e-07,-0.0002130860375473,1.7242148470137395
59,-0.0015938401258383,0.3064896909607826,0.093935930665236,0.0,-1.4095770384990394,0,9,1868929.7613862604,15123072.736879438,228707329004946.16,151462.96500000003,0.0101591168064442,-0.0001507828140738,0.0007438141889875,5.532595477392073e-07,-0.0002129631611751,1.7085302872821244
60,-0.0015938401482032,0.3064896910002396,0.0939359306894223,0.0,-1.4095770384622557,0,9,1868929.761787976,15123072.736875264,228707329004819.9,151462.96500000003,0.0101591168124105,-0.0001507828140738,0.0007438141889875,5.532595477392066e-07,-0.0002129631611751,1.7085302872821209
61,-0.0015983454988443,0.3054060814627765,0.093272874594448,0.0,-1.4009645321247195,0,9,1869145.1948287296,15121187.617935302,228650314976799.88,155219.925,0.0098583260798544,-0.0001546454102193,0.0007445604776491,5.543703048771819e-07,-0.0002168176724808,1.6922751817766528
62,-0.0015983454996133,0.3054060814294815,0.0932728745741111,0.0,-1.400964533058495,0,9,1869145.1946366965,15121187.618240602,228650314986032.9,155219.925,0.0098583260467588,-0.0001546454102193,0.0007445604776491,5.54370304877181e-07,-0.0002168176724808,1.6922751817766573
63,-0.0015645181978703,0.3063883686101372,0.0938738324195813,0.0,-1.413918309462628,0,9,1868951.7336392268,15122128.524886936,228678771123199.12,151335.15000000002,0.010069154021402,-0.0001471013233833,0.0007434539006519,5.527237023945441e-07,-0.0002098840050166,1.7260686048872869
64,-0.0015653141677518,0.3063941846782446,0.0938773964046462,0.0,-1.4139103116505287,0,9,1868949.3241389373,15122101.606748303,228677957004819.7,150237.845,0.0100700833648537,-0.0001471037320737,0.0007434455401064,5.527112711041885e-07,-0.0002098840923281,1.7259945142656294
65,-0.0006404065544032,0.312137382140627,0.0974297453296038,0.0,-0.9062130252156666,0,9,1868964.670062533,15121813.9891194,228669258321527.2,173721.33,0.0101093491043502,-0.0001479672242688,0.0007387959592862,5.458194694576787e-07,-0.0002101348363794,1.658185791378613
66,-0.00063671926244,0.3121037823116229,0.0974087709332209,0.0,-0.9064850839171742,0,9,1868966.8106718797,15121813.021748394,228669229064719.28,173952.755,0.0101090368438652,-0.0001479676857922,0.000738799500277,5.458247016096099e-07,-0.0002101365244016,1.658296430794419
67,-0.0015648398317907,0.3064038580474013,0.093883324226332,0.0,-1.4138733200332358,0,9,1868935.144741189,15127433.750009522,228839251860927.2,160327.185,0.0097910629570227,-0.0001470938486145,0.0007435133226625,5.52812060976667e-07,-0.0002098833210766,1.7259732916944972
68,-0.0015654864685411,0.3064102971624703,0.0938872702071933,0.0,-1.4138612745599657,0,9,1868932.661451755,15127406.994347004,228838442372618.7,161007.22999999998,0.0097919774841518,-0.000147093540673,0.0007435134982769,5.528123221200263e-07,-0.0002098838012898,1.7259621474234697
69,-0.0008451047875606,0.3302678883178214,0.1090768780539129,0.0,-0.8642977861710841,0,9,1868777.005712348,15121878.779309385,228671217816127.47,168906.455,0.0101206059758022,-0.0001504887057664,0.000732026440665,5.358627098327815e-07,-0.0002101103309541,1.6065980173934893
70,-0.0008434663746895,0.3302394382613266,0.1090580865831565,0.0,-0.8646418262523101,0,9,1868777.723968109,15121878.44814524,228671207800479.5,168155.92,0.010120500997931,-0.0001504876027994,0.0007320379074769,5.358794979832492e-07,-0.0002101120626321,1.6067825344762905
71,-0.0015651965859976,0.3064479771242073,0.0939103626835187,0.0,-1.4131659183463543,0,9,1868778.086047358,15190599.767133612,230754321285239.72,160877.735,0.0066225283311654,-0.0001472247549702,0.000743880993195,5.533589320369142e-07,-0.0002098730328725,1.718305669615292
72,-0.0015657202282501,0.3064531994862245,0.0939135634753437,0.0,-1.4131561059905833,0,9,1868775.2296169733,15190578.779485004,230753683655740.1,161650.70500000002,0.0066225764814578,-0.0001472243965626,0.0007438814645918,5.533596333632515e-07,-0.0002098747354466,1.7182989097725674
73,-0.0015708148247563,0.3066585744595917,0.0940394812895889,0.0,-1.4072543618505404,0,9,1867748.0353930504,15381264.998808192,236583312963562.0,161404.11,0.0573372269745158,-0.0001488066791688,0.0007467049073848,5.575682187126245e-07,-0.0002103255828842,1.6638506983013248
74,-0.0015709966632717,0.3066611660581321,0.0940410707681332,0.0,-1.407231506939743,0,9,1867747.0900923547,15381260.103257405,236583162364058.0,160898.67,0.057339196582191,-0.0001488066060031,0.0007467049827172,5.575683312147723e-07,-0.0002103271981468,1.6638473874386746
75,-0.0015376616373245,0.3084352925155295,0.0951323296691402,0.0,-1.3800094211546587,0,9,1863198.6470235148,14484873.988161933,209811574452930.2,161135.5,0.0748809383054925,-0.0001527983111103,0.0007571778903686,5.733183576630733e-07,-0.0002099136763717,1.4992830446994376
76,-0.0015376616317697,0.3084352923436196,0.0951323295630941,0.0,-1.380009416545331,0,9,1863198.6470241663,14484873.988183064,209811574453542.38,161135.5,0.0748809382966713,-0.0001527983111109,0.0007571778903684,5.733183576628773e-07,-0.0002099136763717,1.4992830447022496
77,-0.0015805646154411,0.3070327295484296,0.0942690970139591,0.0,-1.4014656599551076,0,9,1875616.5670320336,15332075.964473784,235072553380394.72,159288.18,-0.0227655854078056,-0.0001494993704537,0.000749169716604,5.612552642766601e-07,-0.0002107073523802,1.608867106902799
78,-0.0015805646260944,0.3070327295420405,0.0942690970100357,0.0,-1.4014656599667838,0,9,1875616.5667006683,15332075.964669744,235072553386403.7,159288.18,-0.0227655853661585,-0.0001494993704544,0.0007491697166039,5.612552642764346e-07,-0.0002107073523802,1.608867106906343
79,-0.0015805182735682,0.3070327047029873,0.0942690817572318,0.0,-1.4014464524925163,0,9,1875617.1802034455,15332075.786297295,235072547916763.9,158514.78,-0.0227726840731259,-0.0001494994824605,0.0007491694332875,5.612548397723305e-07,-0.0002106601605191,1.6088698077851975
80,-0.0015805182065258,0.307032704690008,0.0942690817492616,0.0,-1.4014464287295785,0,9,1875617.1807871624,15332075.785862893,235072547903443.2,158514.78,-0.0227726841273699,-0.0001494994824605,0.0007491694332875,5.612548397723261e-07,-0.0002106601605191,1.6088698077852486
1,-0.0012294400485511,0.2839551716734034,0.080630539520072,0.0,-1.4096140892108635,1,0,934194.3949244932,14576019.413062366,212460341929970.9,0.0,0.1175541204040923,-0.0002659667731751,0.0005503315618569,3.028648279758923e-07,-0.0002620024606585,0.8245000040804592
2,-0.0012172593843718,0.2839505004199373,0.0806278866887328,0.0,-1.4089630329962433,1,0,933841.272304008,14577241.13047184,212495958975920.0,0.0,0.1179130784306711,-0.0002655896089167,0.0005501806414534,3.026987382301074e-07,-0.0002616068231873,0.8255046120939188
3,-0.001217271282463,0.2839509443345018,0.0806281387884553,0.0,-1.4089653781955145,1,0,933841.2499675828,14577241.131323569,212495959000751.7,0.0,0.1179130749543599,-0.0002655896058329,0.0005501806564171,3.0269875469559935e-07,-0.0002616070560179,0.8255049308804823
4,-0.0012310716371784,0.284550730054427,0.0809691179745073,0.0,-1.4234746245048573,1,0,934190.5699619309,14576022.39292415,212460428799026.28,0.0,0.1175544436704141,-0.00026596679106,0.0005503364635037,3.028702230617652e-07,-0.0002620002487674,0.8246916548391111
5,-0.0012233777991766,0.2839529744807862,0.080629291716486,0.0,-1.409301945670151,1,0,934017.8003198026,14576628.604523815,212478101474222.0,0.0,0.117733651417865,-0.0002657782448525,0.0005502563792597,3.0278208291603537e-07,-0.0002619483566377,0.8249995380297838
6,-0.0012233715258026,0.2839523419284596,0.0806289324866568,0.0,-1.4093099011291976,1,0,934017.7933179564,14576628.638767883,212478102472548.03,0.0,0.1177336592572375,-0.0002657782497863,0.0005502563415261,3.02782041389696e-07,-0.0002619172155391,0.8250000633624315
7,-0.0012233777901174,0.2839529744971218,0.0806292917257631,0.0,-1.4093019453018272,1,0,934017.8003999928,14576628.604521949,212478101474167.44,0.0,0.1177336514098175,-0.000265778244853,0.0005502563792595,3.027820829158046e-07,-0.0002619483566377,0.8249995380328844
8,-0.0012233714884189,0.2839523417426354,0.0806289323811264,0.0,-1.4093098915164368,1,0,934017.793356352,14576628.6387422,212478102471799.28,0.0,0.1177336592534243,-0.0002657782497863,0.0005502563415261,3.027820413896969e-07,-0.0002619172155391,0.8250000633624276
9,-0.0012193684365459,0.2839399289033995,0.0806218832256675,0.0,-1.4092053257480486,1,0,934147.9189511908,14575966.053958686,212458786406156.0,0.0,0.1175455342530548,-0.0002655161606583,0.0005500526281127,3.025578936937745e-07,-0.000261882552877,0.8268165476658663
10,-0.0012186663484055,0.2839616812757631,0.080634236432958,0.0,-1.4093152569075509,1,0,934104.9187696318,14576023.363929007,212460457105804.38,0.0,0.117520214181464,-0.0002654511870148,0.0005500603372208,3.02566374583514e-07,-0.0002618844155222,0.8269050351435401
11,-0.0012175303825237,0.2839548078976786,0.0806303329282075,0.0,-1.409079726181497,1,0,933969.7893315728,14577068.178205151,212490916672041.28,0.0,0.1180556070188226,-0.0002654610974037,0.0005501132564133,3.026245948817158e-07,-0.0002619859587866,0.8254823501656599
12,-0.0012186667613019,0.2839615846481857,0.0806341815559087,0.0,-1.4093176259291005,1,0,934104.9203676198,14576023.359030413,212460456963000.25,0.0,0.1175202317398491,-0.0002654511866316,0.0005500603399925,3.025663776326705e-07,-0.000261884619249,0.8269051281411627
13,-0.0012193660690234,0.2839394442347626,0.0806216079923458,0.0,-1.4092121110644755,1,0,934147.9159224144,14575966.061588,212458786628565.2,0.0,0.1175455371857884,-0.000265516161,0.0005500526275875,3.025578931159776e-07,-0.0002618827566038,0.8268165437812426
14,-0.0012294469940905,0.2839544656247098,0.0806301385482144,0.0,-1.4096301741235528,1,0,934194.3730607996,14576019.116124067,212460333273614.25,0.0,0.1175540895971704,-0.0002659666413314,0.0005503315131908,3.0286477441093804e-07,-0.0002619783335831,0.8245010651745656
15,-0.0012294470009362,0.2839544656159219,0.0806301385432238,0.0,-1.409630174343244,1,0,934194.3730625176,14576019.116124043,212460333273613.56,0.0,0.1175540895968057,-0.0002659666413314,0.0005503315131908,3.028647744109377e-07,-0.0002619783335831,0.8245010651745694
16,-0.0012172832498243,0.2839507714097793,0.0806280405842087,0.0,-1.4089686353981128,1,0,933841.3308188908,14577240.891513886,212495952009224.56,0.0,0.1179129539920666,-0.0002655895403526,0.0005501805845279,3.026986755915024e-07,-0.0002615998091641,0.825505395147067
17,-0.001217283245394,0.2839507714068678,0.0806280405825553,0.0,-1.4089686354816544,1,0,933841.3307791232,14577240.891541686,212495952010035.03,0.0,0.1179129539955579,-0.0002655895403535,0.0005501805845273,3.026986755908888e-07,-0.0002615998091641,0.8255053951531426
18,-0.001219367243533,0.2839396837885843,0.0806217440299612,0.0,-1.4092087720683206,1,0,934147.9167993758,14575966.065370126,212458786738821.44,0.0,0.1175455256093612,-0.0002655161538287,0.000550052656503,3.025579249260282e-07,-0.0002619801671244,0.8268162077432696
19,-0.0012186670758439,0.2839616289347312,0.0806342067072659,0.0,-1.4093162259735426,1,0,934104.916699213,14576023.411984306,212460458506714.6,0.0,0.1175201543944355,-0.0002654511760226,0.0005500603438972,3.0256638192831337e-07,-0.0002619876468088,0.8269048891234562
20,-0.0012180987310853,0.2839581938393983,0.0806322558485333,0.0,-1.4091986367197376,1,0,934037.3573519714,14576545.698441423,212475684498751.2,0.0,0.1177878782241089,-0.0002654561352113,0.0005500867892152,3.025954756691829e-07,-0.0002618829894345,0.8261937950609252
21,-0.0012179664623855,0.2839561046096108,0.0806310693450642,0.0,-1.4091404866450523,1,0,933973.125560119,14576632.056956649,212478202123896.2,0.0,0.1177165780289176,-0.0002655203719046,0.0005501204694436,3.026325309008681e-07,-0.0002616144483909,0.8262048982488467
22,-0.0012173993384023,0.2839526651375316,0.0806291160387071,0.0,-1.4090224712358022,1,0,933905.5587939408,14577154.493726708,212493433133976.75,0.0,0.117984333785619,-0.0002655253298953,0.0005501469275193,3.0266164185893266e-07,-0.0002616171841509,0.8254936577409534
23,-0.0012244042951149,0.2839467805519077,0.0806257741857932,0.0,-1.409422531085999,1,0,934171.1481715366,14575992.597234964,212459560194648.5,0.0,0.117549825682547,-0.0002657414006871,0.0005501921059168,3.027113534132357e-07,-0.0002618995786178,0.8256576491000498
24,-0.0009165287058535,0.2798375351010216,0.0783090460514155,0.0,-1.332162953767314,1,0,934161.1690043928,14575970.119339785,212458904919886.28,0.0,0.1175622497501805,-0.0002653843653367,0.0005498429272085,3.023272446012742e-07,-0.0002619719307404,0.8250094286466795
25,-0.0009165286534815,0.2798375351620761,0.0783090460855861,0.0,-1.332162949664368,1,0,934161.168938872,14575970.119395502,212458904921510.5,0.0,0.1175622497505283,-0.0002653843653056,0.0005498429273088,3.023272447115136e-07,-0.0002619719307404,0.8250094297859164
26,-0.0012184022072447,0.2839572340856753,0.080631710789587,0.0,-1.409370850141365,1,0,934109.0648064254,14575996.992583793,212459688327811.75,0.0,0.1175617110922098,-0.0002653465718251,0.0005499797042713,3.024776751104496e-07,-0.0002619882870931,0.8274710689828192
27,-0.0012184022316413,0.283957234133925,0.0806317108169887,0.0,-1.4093708504185631,1,0,934109.0647988796,14575996.992589656,212459688327982.72,0.0,0.1175617110930581,-0.000265346571829,0.0005499797042708,3.024776751098016e-07,-0.0002619882870931,0.8274710690062461
28,-0.0012183853174604,0.2839571484897321,0.0806316621784197,0.0,-1.4093586631409691,1,0,934109.076216569,14575996.99560746,212459688415957.7,0.0,0.1175617250624502,-0.0002653465747255,0.00054997969308,3.024776628003843e-07,-0.0002619880542624,0.8274709324100201
29,-0.0012183853202515,0.2839571484864933,0.0806316621765804,0.0,-1.4093586631532695,1,0,934109.076195177,14575996.995602624,212459688415816.7,0.0,0.117561725066715,-0.0002653465747255,0.00054997969308,3.0247766280038444e-07,-0.0002619880542624,0.8274709324100208
30,-0.0009168754008873,0.2798389012626293,0.0783098106598755,0.0,-1.3325577244958728,1,0,934160.955841181,14575970.136269128,212458905413409.47,0.0,0.1175622452412271,-0.0002653842884691,0.0005498432378864,3.023275862494577e-07,-0.0002619725419208,0.8250144837154727
31,-0.0009168754606179,0.2798389008380312,0.0783098104222374,0.0,-1.3325577604062673,1,0,934160.9558193828,14575970.136277355,212458905413649.3,0.0,0.1175622452448461,-0.0002653842884691,0.0005498432378864,3.023275862494581e-07,-0.0002619725419208,0.8250144837154663
32,-0.0012244158446508,0.2839476135794965,0.0806262472574911,0.0,-1.4094159294737851,1,0,934171.1441309082,14575992.806690378,212459566300689.6,0.0,0.1175496859333974,-0.0002657413603043,0.0005501922576711,3.0271152040124104e-07,-0.0002619842707645,0.8256560197143644
33,-0.0012179655343256,0.2839561009172679,0.0806310672481376,0.0,-1.409140280899262,1,0,933973.142352823,14576632.37439031,212478211378123.7,0.0,0.1177162176249313,-0.0002655203468969,0.0005501205069897,3.0263257221061825e-07,-0.00026159468689,0.8262043154894193
34,-0.0012174056920001,0.2839528877001929,0.0806292424332783,0.0,-1.4090237782778492,1,0,933905.65000503,14577155.513864445,212493462875388.6,0.0,0.1179847414123249,-0.0002655252418046,0.0005501469152935,3.026616284070207e-07,-0.0002615962584968,0.8254938876043009
35,-0.0012240545187948,0.2839575962688327,0.0806319164787734,0.0,-1.4094794569255638,1,0,934149.6438458395,14576021.323327463,212460397618096.88,0.0,0.1175374405847541,-0.0002657088874461,0.0005501960473425,3.0271569051140004e-07,-0.0002618608705233,0.8257007628029146
36,-0.0012244027146243,0.2839465203573085,0.0806256264230234,0.0,-1.4094261281024354,1,0,934171.1374284864,14575992.804449972,212459566235377.38,0.0,0.1175496852500356,-0.0002657413652424,0.0005501922244666,3.027114838635331e-07,-0.0002620095037855,0.825656228888463
37,-0.0012174057425855,0.283952887910301,0.0806292425525999,0.0,-1.4090237878753136,1,0,933905.6500144816,14577155.513859874,212493462875255.3,0.0,0.1179847414106873,-0.0002655252417423,0.0005501469155449,3.026616286836598e-07,-0.0002615962584968,0.825493891666766
38,-0.0012240659874575,0.2839584905963397,0.0806324243817515,0.0,-1.4094715576855477,1,0,934149.6516562476,14576021.298376268,212460396890718.56,0.0,0.1175374277231199,-0.0002657088835591,0.0005501960747568,3.027157206778926e-07,-0.0002618852595333,0.8257005586639026
39,-0.00122440067685,0.2839465333593272,0.0806256338067795,0.0,-1.4094252277015964,1,0,934171.1413517508,14575992.57975254,212459559685001.12,0.0,0.1175497917059794,-0.0002657414244081,0.0005501921126183,3.027113607874333e-07,-0.0002618924481794,0.8256573933721224
40,-0.0012179725199208,0.2839562787296736,0.0806311682300041,0.0,-1.409142793943542,1,0,933973.1156973356,14576632.071392454,212478202544747.03,0.0,0.1177165811359658,-0.0002655203701474,0.0005501204763037,3.0263253844871014e-07,-0.0002616035053506,0.8262051064064279
41,-0.0012240666101495,0.2839584879124532,0.0806324228575268,0.0,-1.4094716471428133,1,0,934149.6499904162,14576021.232769305,212460394978141.56,0.0,0.117537193362096,-0.0002657089285235,0.000550195999322,3.0271563767000185e-07,-0.0002618808939587,0.8257016001446595
42,-0.0015800312195445,0.291515066528542,0.0849810340131402,0.0,-1.4916223746256514,1,0,934095.8259764644,14575965.897928596,212458781857577.38,0.0,0.1175465083501112,-0.000264538221208,0.0005544016969917,3.073612416272989e-07,-0.0002625433553475,0.8870336027669606
43,-0.0011978849669797,0.2840893528907078,0.0807067604258611,0.0,-1.3977847667746677,1,0,934547.7965102706,14575436.407231256,212443346461242.4,0.0,0.1179978872359354,-0.0002667828231509,0.0005504910228023,3.030403661860022e-07,-0.0002628394577186,0.820542148437508
44,-0.0011984393726696,0.2840942953285801,0.0807095686382425,0.0,-1.398215694966856,1,0,934547.5144605018,14575436.442686953,212443347494806.88,0.0,0.1179978622765076,-0.0002667827202042,0.0005504914139643,3.030407968484724e-07,-0.0002628395159263,0.8205475609362425
45,-0.0015776387533927,0.291508079403675,0.0849769603576192,0.0,-1.4912882777188583,1,0,934096.5352243208,14575965.676744116,212458775409622.5,0.0,0.1175464166119692,-0.0002645385786919,0.0005544003981524,3.073598014715817e-07,-0.000262543966528,0.8870153414958096
46,-0.0018956789806844,0.2906314902425806,0.0844666631206232,0.0,-1.4898953400059485,1,0,933987.5479378448,14575998.099060738,212459720583822.28,0.0,0.1175568354267121,-0.0002644737260224,0.0005546078294151,3.0758984444861325e-07,-0.0002624978078529,0.8892064905196326
47,-0.001895678946918,0.2906314904261334,0.0844666632273156,0.0,-1.4898953335856853,1,0,933987.5479358736,14575998.099062052,212459720583860.56,0.0,0.117556835427012,-0.0002644737260224,0.0005546078294151,3.0758984444861224e-07,-0.0002624978078529,0.8892064905196394
48,-0.0012234439873934,0.2838893083751728,0.0805931394097339,0.0,-1.4090704719260507,1,0,934125.1640454232,14576167.949624997,212464672095674.9,0.0,0.1175708006447618,-0.000265754588368,0.0005500928935536,3.026021915382303e-07,-0.0002622010943014,0.8257812550278754
49,-0.0012381755929892,0.284390768477261,0.080878109195087,0.0,-1.4225176869676772,1,0,934373.9722457912,14577441.365179092,212501796755234.44,0.0,0.1173867026936773,-0.000266791931703,0.000550573347188,3.031310106338437e-07,-0.0002628758666105,0.8207936551084513
50,-0.0012387766373683,0.2843551220901177,0.0808578354588857,0.0,-1.420599567331669,1,0,933516.0130674186,14608046.230661752,213395014677151.03,0.0,0.1153226938725202,-0.0002678408889787,0.0005515505983305,3.042080625187445e-07,-0.0002635508426465,0.8066299216316802
51,-0.0012388254665447,0.2843532804555896,0.0808567881058552,0.0,-1.420638993393571,1,0,933514.4298058352,14608044.269370168,213394957375878.62,0.0,0.1153230593160483,-0.0002678407980534,0.0005515508676484,3.042083596037248e-07,-0.0002635509008541,0.8066341606233437
52,-0.0012382050775159,0.2843817937903573,0.0808730046394212,0.0,-1.422682498852778,1,0,934372.54939649,14577439.750111165,212501749668121.0,0.0,0.1173870446554061,-0.0002667918591875,0.0005505735789348,3.031312658211119e-07,-0.0002628752845339,0.8207975021978992
53,-0.0012234253615333,0.2838774828336537,0.0805864252599713,0.0,-1.4092521808969642,1,0,934123.4743617636,14576166.984270256,212464643953330.25,0.0,0.1175711575228611,-0.0002657545725227,0.0005500929524593,3.0260225634543973e-07,-0.0002622015599627,0.8257825513152335
54,-0.0012184859469208,0.2839620526549666,0.080634447348022,0.0,-1.4093267077570302,1,0,934120.689568089,14580557.267364854,212592650226906.1,0.0,0.1173277864526713,-0.0002653544363628,0.0005500167698582,3.025184471253299e-07,-0.0002619873848743,0.8265133836408227
55,-0.0012185847760971,0.2839630651028085,0.0806350223425818,0.0,-1.4093396447313655,1,0,934118.2839958884,14580554.706120096,212592575538160.9,0.0,0.117328261221721,-0.0002653542914382,0.0005500172031377,3.02518923747466e-07,-0.0002619875303935,0.8265201036362764
56,-0.0012184990152532,0.2839658234336971,0.0806365888783776,0.0,-1.4092695633584964,1,0,934110.0833090574,14584428.997876862,212705569194111.47,0.0,0.117133536451433,-0.0002653621220862,0.0005500504878731,3.025555392095034e-07,-0.0002619866281747,0.8256378007337698
57,-0.0012183876948217,0.2839571465063938,0.0806316610520535,0.0,-1.40937749358661,1,0,934131.2147011242,14576016.22788534,212460249075576.8,0.0,0.117557365775017,-0.0002653460676904,0.0005499794909627,3.0247744047959733e-07,-0.0002619884908199,0.8274696964033755
58,-0.0012254001008974,0.2837815847501576,0.0805319878433108,0.0,-1.4082419410894356,1,0,934145.776907966,14575916.66613438,212457346658094.0,0.0,0.1175325469614658,-0.0002661998039509,0.000550197794464,3.027176130330575e-07,-0.0002631175739225,0.8237672002176295
